,Actor2CountryCode,MonthYear,Count
701,SRB,201809,433
702,ISL,201809,15
703,NOR,201906,190
704,COL,201906,183
705,MEX,201904,100
706,URY,201807,32
707,AZE,202012,1813
708,SEN,201901,6
709,ESP,201911,379
710,KOR,201911,146
711,CHN,201910,2384
712,BLR,201910,1308
713,MYS,201910,49
714,FIN,201905,899
715,MDV,201905,35
716,MLI,201811,8
717,DOM,202001,1
718,VCT,201909,2
719,NPL,201909,7
720,MUS,201911,5
721,ARM,202010,4132
722,SEA,201909,7
723,NAM,202002,19
724,GMB,201810,9
725,GRD,201908,1
726,GIN,202002,7
727,MOZ,202003,13
728,SYC,202001,29
729,GAB,201812,2
730,CAS,202010,3
731,CYM,201812,3
732,ATG,201912,1
733,BOL,202012,61
734,TWN,202010,10
735,ARM,202004,404
736,HRV,202004,12
737,EST,202005,71
738,LBY,202005,1411
739,VNM,202006,119
740,USA,201907,8967
741,TKM,202007,32
742,AZE,202006,189
743,SRB,202006,448
744,TKM,201906,116
745,MMR,202008,9
746,LBY,201909,166
747,JOR,202009,14
748,SYC,202009,5
749,SYR,201909,3129
750,COK,202009,2
751,SGP,202009,8
752,ITA,202002,548
753,BLR,201709,2743
754,IDN,201711,91
755,IRL,201711,47
756,AFR,201801,58
757,LBY,201802,178
758,BRB,201802,3
759,GRC,201803,449
760,SYR,201703,10768
761,MEX,201803,193
762,KEN,201801,12
763,ITA,201711,338
764,SWE,201706,385
765,KEN,201706,13
766,LKA,201709,20
767,AUT,201804,525
768,MDA,201804,390
769,USA,201704,21520
770,AFR,201612,133
771,USA,201601,6310
772,FIN,201601,493
773,HUN,201607,111
774,HRV,201707,82
775,FRA,201704,2208
776,SVK,201704,92
777,AFR,201710,194
778,,201610,105601
779,UZB,201612,253
780,MUS,201612,6
781,URY,201702,206
782,MNG,201702,66
783,SEA,201712,26
784,FRA,201606,2272
785,BEL,201609,105
786,ARM,201610,1095
787,BHR,201801,14
788,SSD,201708,5
789,HND,201707,12
790,AGO,201611,38
791,SGP,201611,37
792,MAR,201608,47
793,MCO,201712,9
794,SWE,201605,388
795,TZA,201705,2
796,GAB,201611,2
797,DMA,201705,1
798,SWE,201510,157
799,PHL,201510,47
800,DJI,201702,15
801,TZA,201701,1
802,PGS,201702,2
803,IDN,201607,69
804,BRB,201706,2
805,IRN,201506,2042
806,DJI,201709,3
807,BDI,201804,1
808,ARM,201604,6749
809,DNK,201503,349
810,FRA,201504,2528
811,CZE,201506,170
812,USA,201505,6343
813,DEU,201502,1425
814,FIN,201503,301
815,SYR,201502,626
816,GBR,201506,1710
817,VNM,201605,857
818,KGZ,201507,344
819,LUX,201510,117
820,KGZ,201601,243
821,SAU,201503,236
822,CHE,201503,965
823,KAZ,201506,418
824,SEN,201504,36
825,UZB,201504,187
826,KGZ,201504,206
827,IND,201509,100
828,VAT,201512,18
829,UGA,201605,12
830,ERI,201608,2
831,TGO,201608,5
832,DNK,201601,62
833,MYS,201602,67
834,JAM,201507,7
835,IRL,201504,50
836,NOR,201502,76
837,SOM,201601,13
838,MYS,201504,77
839,ALB,201509,10
840,BTN,201608,2
841,BDI,201602,26
842,HND,201510,2
843,RWA,201503,7
844,GNB,201512,4
845,LUX,201504,10
846,SSD,201604,15
847,ITA,201808,314
848,CHN,201807,3014
849,BGR,201808,111
850,EGY,201810,1718
851,SLE,201810,5
852,CUB,201901,287
853,MLT,201901,33
854,CHE,201807,243
855,MUS,201902,3
856,PAN,201902,16
857,IRL,201903,69
858,PSE,201903,175
859,HRV,201907,19
860,MDG,201508,2
861,SDN,201908,29
862,UGA,201901,5
863,AND,201812,1
864,KOR,201909,277
865,MLT,201909,4
866,GTM,201809,4
867,VAT,201809,36
868,GHA,201906,32
869,GUY,201809,20
870,LBY,202002,699
871,ESP,202002,189
872,PSE,202002,155
873,MDA,202002,143
874,MLI,201911,64
875,LVA,201911,205
876,ISR,202012,409
877,ARM,201912,482
878,CAN,201912,179
879,EST,201912,254
880,GEO,201904,21
881,NZL,201910,19
882,PHL,201910,801
883,GHA,201910,37
884,BGR,201905,160
885,JOR,201905,37
886,MOZ,202001,12
887,PRK,202010,54
888,GUY,202001,3
889,SLE,201806,1
890,TZA,201908,3
891,LKA,201905,18
892,DOM,201905,8
893,SEA,202003,7
894,MOZ,202010,2
895,PNG,201807,3
896,RUS,202004,11867
897,JOR,202003,35
898,PAK,202003,72
899,NIC,202003,10
900,NOR,201904,757
901,ARE,202005,72
902,LTU,202006,156
903,VEN,202007,122
904,MDV,202007,33
905,BEL,202006,46
906,CAN,201906,271
907,BEL,201906,308
908,BEL,202008,124
909,SRB,202008,131
910,SEA,202008,40
911,TWN,202008,35
912,PRT,202008,11
913,ITA,202009,188
914,DOM,202009,6
915,SDN,202002,85
916,UKR,202001,5755
917,GBR,202002,886
918,TUR,201609,4634
919,CHE,201709,157
920,PRT,201805,50
921,ITA,201805,340
922,ISR,201801,1324
923,LKA,201801,57
924,VNM,201802,113
925,BGD,201803,82
926,GRC,201711,229
927,COL,201706,30
928,FIN,201701,393
929,POL,201612,748
930,MYS,201703,109
931,PRK,201707,2420
932,PRT,201707,36
933,PHL,201707,170
934,CHN,201704,3392
935,QAT,201704,284
936,MNG,201704,70
937,AZE,201705,719
938,BWA,201710,16
939,JPN,201512,630
940,MUS,201710,5
941,KGZ,201702,450
942,PER,201712,50
943,OMN,201609,51
944,EGY,201509,768
945,MRT,201610,6
946,FJI,201610,24
947,MAR,201610,62
948,RUS,201510,25689
949,LTU,201510,110
950,SYC,201610,2
951,ARG,201702,74
952,MDA,201708,1555
953,WST,201608,880
954,AFG,201608,613
955,POL,201607,1428
956,VEN,201608,69
957,WAF,201704,3
958,BLR,201603,1142
959,KEN,201705,39
960,PRK,201606,270
961,HTI,201706,1
962,ARG,201710,108
963,KIR,201712,2
964,MDG,201705,28
965,NAM,201703,5
966,BGD,201602,33
967,BLZ,201609,1
968,SWE,201601,174
969,TTO,201712,1
970,OMN,201512,66
971,UGA,201608,5
972,BFA,201704,1
973,NZL,201607,34
974,AFR,201606,128
975,KWT,201606,18
976,MNG,201511,163
977,PAN,201604,604
978,THA,201602,201
979,VEN,201507,101
980,MCO,201512,15
981,RUS,201501,227
982,BRB,201503,7
983,ECU,201507,16
984,PRT,201508,49
985,KEN,201505,14
986,HKG,201607,2
987,TTO,201604,7
988,SEA,201507,11
989,CHL,201507,16
990,NMR,201503,7
991,CAN,201501,5
992,PNG,201504,3
993,RUS,201807,25711
994,MCO,201502,2
995,BGD,201812,17
996,BGD,201901,33
997,POL,201807,512
998,SLV,201902,2
999,KHM,201902,15
1000,BLR,202001,1264
1001,LTU,201903,361
1002,IRN,201903,947
1003,TON,201903,3
1004,BGD,201903,14
1005,CAS,201907,14
1006,MOZ,201907,2
1007,JPN,201809,1948
1008,MEX,201809,200
1009,EGY,201809,250
1010,NIC,201809,63
1011,ATG,201909,2
1012,MDG,201602,3
1013,NMR,201903,2
1014,SAU,201904,321
1015,ETH,201809,11
1016,SOM,201906,4
1017,GUY,201906,3
1018,GBR,202010,851
1019,NOR,201911,480
1020,WST,201910,460
1021,YEM,202012,37
1022,DEU,201912,4091
1023,FIN,201912,275
1024,BOL,202002,13
1025,LVA,201910,199
1026,ECU,201905,23
1027,MUS,202001,7
1028,CMR,201911,6
1029,SAF,202010,2
1030,NMR,202001,13
1031,BGD,201905,18
1032,KHM,201509,4
1033,CPV,201907,1
1034,CIV,201811,2
1035,TUV,201907,3
1036,TCD,201910,6
1037,BEN,202004,9
1038,MDG,202004,2
1039,MMR,201912,18
1040,SAF,201901,1
1041,GAB,202012,3
1042,BWA,201809,2
1043,PNG,201904,2
1044,SSD,201912,5
1045,SEN,202004,1
1046,CHN,202004,2606
1047,TJK,201904,222
1048,PRK,202003,107
1049,AFG,202003,288
1050,MDA,202006,190
1051,PAK,202006,97
1052,YEM,202007,16
1053,HUN,202006,87
1054,MAR,202006,12
1055,UKR,201908,9429
1056,AGO,202008,5
1057,IDN,201908,154
1058,TJK,202009,65
1059,MCO,202009,3
1060,SVK,202002,107
1061,RUS,201709,19671
1062,GBR,201804,13059
1063,RUS,201801,16364
1064,ITA,201802,267
1065,LVA,201802,166
1066,ETH,201803,348
1067,ITA,201803,445
1068,IND,201803,170
1069,MDV,201803,63
1070,AGO,201711,59
1071,CAS,201706,21
1072,PSE,201706,134
1073,VEN,201706,204
1074,DEU,201609,1949
1075,ISL,201709,5
1076,BGD,201804,77
1077,KHM,201701,68
1078,ISR,201701,1520
1079,SEA,201701,19
1080,DZA,201703,42
1081,ZMB,201709,3
1082,TJK,201707,54
1083,AZE,201707,871
1084,EST,201708,258
1085,LTU,201704,343
1086,ARG,201706,63
1087,JAM,201711,4
1088,SOM,201710,23
1089,KAZ,201702,1208
1090,TUN,201702,29
1091,ALB,201702,49
1092,MEX,201712,121
1093,SGP,201612,31
1094,CHN,201509,4001
1095,KWT,201804,26
1096,JOR,201610,160
1097,HND,201704,4
1098,BEN,201602,9
1099,PER,201708,31
1100,LBR,201708,11
1101,TUN,201708,4
1102,GNQ,201708,2
1103,ALB,201611,101
1104,ECU,201608,31
1105,OMN,201608,78
1106,PRT,201608,130
1107,ZWE,201801,63
1108,HUN,201705,188
1109,CAS,201705,22
1110,EGY,201607,1271
1111,TMP,201801,4
1112,BLZ,201801,2
1113,CAS,201801,1
1114,SLE,201609,6
1115,MOZ,201609,4
1116,NMR,201705,26
1117,COG,201709,8
1118,GEO,201610,24
1119,PRY,201701,2
1120,NPL,201702,8
1121,CPV,201612,1
1122,GTM,201701,5
1123,MMR,201608,5
1124,MEA,201804,37
1125,MLI,201804,4
1126,BDI,201707,5
1127,GHA,201610,1
1128,LTU,201607,263
1129,NMR,201604,11
1130,LBN,201512,196
1131,SAS,201607,11
1132,SOM,201606,11
1133,ZMB,201512,4
1134,ITA,201503,779
1135,NOR,201503,261
1136,NIC,201508,46
1137,KOR,201509,297
1138,SVK,201508,66
1139,BGD,201504,50
1140,LUX,201503,26
1141,KGZ,201508,166
1142,KWT,201506,23
1143,KHM,201506,41
1144,BHR,201506,19
1145,CIV,201505,2
1146,CHL,201606,9
1147,IRL,201512,59
1148,KWT,201509,29
1149,PRY,201511,6
1150,BFA,201601,12
1151,GMB,201512,7
1152,VAT,201508,17
1153,GIN,201507,7
1154,JAM,201602,4
1155,GAB,201508,2
1156,MWI,201608,4
1157,ASA,201512,12
1158,UGA,201604,7
1159,FIN,201501,6
1160,AFG,201808,1728
1161,ECU,201808,21
1162,PRK,201811,418
1163,SAU,201807,340
1164,CIV,201808,6
1165,KGZ,201807,87
1166,DZA,201902,72
1167,MNG,201902,40
1168,CZE,201902,136
1169,GEO,201903,9
1170,NMR,201908,11
1171,BGD,201908,78
1172,CAF,201908,34
1173,CRI,201808,2
1174,SAU,201909,1221
1175,ITA,201809,296
1176,SDN,201909,12
1177,NER,201810,1
1178,KWT,201810,19
1179,BEL,201809,107
1180,ESP,201809,171
1181,KEN,201809,8
1182,MAR,201904,46
1183,AZE,202011,2917
1184,VEN,202011,51
1185,GBR,202011,799
1186,BGR,202011,37
1187,MOZ,201808,8
1188,UGA,201808,2
1189,AFR,201905,160
1190,,201910,70638
1191,JOR,201911,75
1192,IRL,202012,50
1193,GUY,201911,3
1194,FRA,201912,2864
1195,VUT,201902,2
1196,ITA,201910,487
1197,GIN,202011,5
1198,KHM,202011,4
1199,SAU,202001,112
1200,KHM,202012,4
1201,NER,201911,2
1202,SHN,201911,1
1203,LUX,201806,3
1204,AGO,201910,103
1205,ZMB,201910,25
1206,ISL,202003,5
1207,MAC,201912,4
1208,RWA,202012,56
1209,BMU,201911,6
1210,COD,201502,1
1211,TUR,202003,7397
1212,BGR,202005,124
1213,BEL,202005,72
1214,FIN,202007,229
1215,NMR,202007,13
1216,NLD,202006,74
1217,TGO,202007,2
1218,USA,201708,12591
1219,GBR,201711,2058
1220,MNG,201805,69
1221,PAN,201801,7
1222,HTI,201801,15
1223,SVK,201801,51
1224,LBY,201801,62
1225,USA,201609,20118
1226,RUS,201609,22694
1227,AUT,201802,304
1228,HUN,201802,130
1229,NOR,201802,210
1230,DOM,201803,1
1231,IDN,201801,49
1232,LBN,201706,61
1233,SEN,201803,18
1234,MLT,201711,43
1235,LVA,201804,644
1236,LTU,201804,308
1237,ZWE,201804,1330
