,MonthYear,Count,SumNumMentions,Actor2CountryCode
1053,201507,3,10,PER
1054,201504,3,20,AUT
1055,201807,2,17,ARG
1056,201812,2,4,ARM
1057,201807,3,17,MKD
1058,201808,8,29,HUN
1059,201601,1,2,SYR
1060,201608,1,10,LUX
1061,201510,2,12,GRC
1062,201809,4,20,VNM
1063,201903,7,42,JPN
1064,201508,2,12,MCO
1065,201503,1,10,SAU
1066,201906,3,18,AFR
1067,202009,3,10,AUT
1068,201609,9,25,CAN
1069,201710,1,7,KAZ
1070,201809,1,10,VAT
1071,201803,1,6,NMR
1072,201607,1,2,VNM
1073,201909,1,10,MAR
1074,201504,2,10,ETH
1075,201701,1,7,COL
1076,201904,2,2,AZE
1077,201809,2,10,SSD
1078,201910,2,9,AUS
1079,201607,2,2,PAK
1080,201605,4,6,LVA
1081,201905,1,6,JOR
1082,202001,1,10,LBY
1083,201507,1,8,AFR
1084,201705,22,112,SGP
1085,201903,2,8,ALB
1086,201810,2,5,AGO
1087,201810,1,4,VEN
1088,201810,12,35,TZA
1089,201711,2,8,HRV
1090,201810,1,10,AUT
1091,202006,22,98,SVK
1092,202007,4,12,CAN
1093,202008,126,521,USA
1094,201608,48,217,FRA
1095,201608,1,2,PAK
1096,201707,2,20,PAN
1097,201801,12,57,LUX
1098,201702,2,6,AZE
1099,201512,4,20,AFG
1100,201603,99,517,TUR
1101,201812,8,36,AUS
1102,201511,14,107,BEL
1103,202001,23,104,FRA
1104,202001,56,162,DEU
1105,202001,28,159,EUR
1106,201908,4,20,CHE
1107,201908,3,20,TUR
1108,201605,4,58,CHE
1109,201904,10,33,BEL
1110,201707,14,70,WST
1111,201510,1,4,VAT
1112,201503,2,3,KAZ
1113,201504,1,10,DZA
1114,201701,9,21,HUN
1115,201909,1,2,BTN
1116,201707,2,12,CHE
1117,201503,2,4,ECU
1118,201801,2,10,KGZ
1119,201706,8,47,AZE
1120,201907,11,68,ARM
1121,201711,1,6,SEA
1122,201911,9,37,ISR
1123,201810,9,41,IRL
1124,201606,2,2,MLT
1125,201901,11,24,SYR
1126,201812,16,132,IRN
1127,201811,2,12,NMR
1128,201606,138,826,EUR
1129,202010,6,27,GBR
1130,202010,14,81,BLR
1131,201808,13,44,CHN
1132,201607,13,76,BLR
1133,201609,4,29,PRT
1134,201504,1,10,TUN
1135,201505,1,5,KOR
1136,201901,1,1,KWT
1137,202012,2,10,TUR
1138,201903,2,10,ARG
1139,201912,3,10,LVA
1140,201607,2,10,CUB
1141,201612,1,8,AGO
1142,201905,1,10,MHL
1143,202004,1,2,KHM
1144,202005,4,17,FRA
1145,202006,2,10,TWN
1146,202008,39,178,UKR
1147,202008,2,10,NGA
1148,201702,18,62,EST
1149,201610,21,124,ESP
1150,201801,78,380,USA
1151,201805,4,16,CAN
1152,201805,21,106,FRA
1153,201702,14,69,CZE
1154,201604,56,529,WST
1155,201512,35,155,RUS
1156,201601,81,591,UKR
1157,201512,6,10,ESP
1158,201503,66,350,EUR
1159,201604,12,42,BEL
1160,201505,8,21,BRA
1161,201810,2,8,UZB
1162,201503,9,19,ESP
1163,201906,8,27,IRN
1164,201905,119,473,USA
1165,201612,6,34,BEL
1166,201507,3,20,MKD
