,MonthYear,Count,Actor2CountryCode
0,201609,1,IND
1,201612,1,NZL
2,201707,1,DNK
3,201705,1,TUR
4,201710,37,
5,201801,1,MDA
6,201502,1,EUR
7,201808,4,USA
8,201508,2,EST
9,201910,19,
10,201509,8,EUR
11,201612,2,CZE
12,201801,2,EUR
13,201710,2,EUR
14,201508,3,USA
15,201504,2,CZE
16,201911,1,BRA
17,201604,39,
18,201702,1,DNK
19,201609,1,SGP
20,202010,10,
21,201704,7,BGR
22,201704,2,RUS
23,201605,2,GRC
24,201606,6,MKD
25,201506,2,BGR
26,201604,2,POL
27,201511,2,EUR
28,201907,2,USA
29,201607,1,UKR
30,201607,1,ALB
31,201704,4,GBR
32,201704,1,BEL
33,201709,1,LTU
34,201802,2,UKR
35,201902,1,ESP
36,202005,8,
37,201703,2,ITA
38,201709,41,
39,201503,1,RUS
40,201805,3,USA
41,201510,27,
42,201906,3,UKR
43,202012,1,GBR
44,202002,1,FRA
45,201609,3,GBR
46,201610,1,EUR
47,201707,1,RUS
48,201509,2,SYR
49,201901,2,EUR
50,201606,2,PRT
51,201712,1,ITA
52,202008,2,USA
53,201603,1,TUR
54,201606,6,EUR
55,201511,1,BEL
56,201605,2,CHE
57,201812,2,IRN
58,202001,1,FRA
59,201607,1,BLR
60,202010,1,BLR
61,202008,1,RUS
62,201510,2,USA
63,201710,2,FRA
64,202003,1,GBR
65,201706,2,WST
66,201711,1,FRA
67,201506,3,GRC
68,201710,3,POL
69,201711,3,GBR
70,202004,18,
71,201608,23,
72,201707,3,LUX
73,201712,28,
74,201504,3,NLD
75,201601,2,BRA
76,201508,2,WST
77,201509,1,TUR
78,201809,1,BLR
79,201710,2,UKR
80,201906,1,RUS
81,201703,2,HUN
82,201512,2,MAR
83,201512,6,LVA
84,201506,4,EUR
85,201608,2,USA
86,201807,1,RUS
87,201512,1,WST
88,201610,29,
89,201507,32,
90,201504,2,USA
91,201511,1,MKD
92,201909,1,RUS
93,201812,1,BEL
94,202001,1,ISR
95,201706,1,KEN
96,201806,1,USA
97,201807,1,DEU
98,201705,2,DEU
99,201605,1,VAT
100,201503,4,POL
101,201608,1,ESP
102,201702,1,WST
103,201804,1,DNK
104,201506,2,LUX
105,201807,18,
106,201512,1,BGR
107,201506,1,LTU
108,201606,2,TUR
109,201703,2,UKR
110,201509,54,
111,201503,31,
112,201804,1,RUS
113,201704,1,CHN
114,201811,1,BGR
115,201603,1,CYP
116,202011,1,EUR
117,201707,1,ITA
118,201701,1,FRA
119,201712,2,HUN
120,201804,1,UKR
121,201804,2,EUR
122,201804,2,FRA
123,201903,2,ESP
124,201605,3,EUR
125,201907,1,CHN
126,201505,1,DEU
127,202006,1,POL
128,201508,1,DEU
129,201603,1,EUR
130,201606,1,CHE
131,201906,1,KOR
132,201606,1,FRA
133,202007,16,
134,202008,14,
135,201609,1,MDA
136,201610,1,CAN
137,201709,4,UKR
138,201604,3,UKR
139,201507,3,ECU
140,201902,7,EUR
141,201607,2,WST
142,201903,1,TZA
143,201803,2,DEU
144,201707,2,CHN
145,201707,1,UGA
146,201707,6,EUR
147,201610,2,FRA
148,201903,14,
149,201505,4,EUR
150,201910,1,CHL
151,201809,1,THA
152,201701,4,POL
153,201512,21,
154,201705,1,WST
155,201511,1,EST
156,201901,4,POL
157,201908,20,
158,201504,1,BLR
159,201910,3,EUR
160,201705,4,EUR
161,201803,1,EUR
162,201504,1,UKR
163,201604,3,RUS
164,201906,2,USA
165,201507,1,UKR
166,202008,1,EUR
167,201804,4,ESP
168,201704,1,MAR
169,201911,2,RUS
170,202007,1,SYR
171,201610,1,LVA
172,201711,1,BEL
173,201606,2,USA
174,201801,1,BEL
175,201609,1,CHN
176,201610,1,EST
177,201705,1,FIN
178,201512,1,SVK
179,201510,1,WST
180,201510,2,LTU
181,201811,4,HUN
182,201906,2,EUR
183,201804,1,SVK
184,201807,1,EUR
185,201912,4,EUR
186,201904,1,USA
187,201704,1,CUB
188,201612,1,ITA
189,201711,3,USA
190,201512,4,POL
191,201604,2,EUR
192,201608,1,ITA
193,201603,2,WST
194,201603,3,USA
195,201903,1,SAU
196,201607,78,
197,201706,1,EUR
198,201606,54,
199,201807,1,ARM
200,201505,1,ISL
201,201511,1,POL
202,201903,2,RUS
203,201809,1,LTU
204,201908,1,RUS
205,202011,7,
206,202011,1,HUN
207,201706,4,DEU
208,201611,1,TUN
209,201703,3,POL
210,201606,4,WST
211,201503,1,TWN
212,201802,6,ISR
213,201805,1,GRC
214,201510,1,BEL
215,201609,1,ESP
