,MonthYear,Count,SumGoldsteinScale,Actor2CountryCode
230,201705,329,1385.6,EGY
231,201702,4,16.0,DNK
232,201705,16,64.0,VAT
233,201703,12,48.0,KWT
234,201803,36,168.0,AZE
235,201803,35,145.7,CHE
236,201801,28,113.2,PSE
237,201805,119,491.2,JPN
238,201805,13,52.0,ARE
239,201803,77,324.20000000000005,ZWE
240,201712,36,147.6,PAK
241,201712,22,101.3,CAN
242,201805,15,72.0,AFG
243,201711,1,7.0,CYM
244,201802,10,48.400000000000006,SSD
245,201712,28,112.0,AGO
246,201712,117,505.2,SRB
247,201701,5,20.0,TWN
248,201709,4,16.0,IDN
249,201511,1576,6720.299999999989,TUR
250,201509,95,412.5999999999999,EGY
251,201602,13,52.0,BEL
252,201507,70,286.0,UZB
253,201801,3,12.0,THA
254,201601,33,138.0,TKM
255,201603,46,184.0,BEL
256,201509,2,8.0,NMR
257,201512,15,69.60000000000001,BGD
258,201507,14,56.0,KOR
259,201609,2,8.0,SGP
260,201502,4,16.0,SWE
261,201502,6,24.0,MDA
262,201512,4,16.0,MEA
263,201805,8,33.2,ECU
264,201509,5,20.0,MEA
265,201504,7,28.0,AGO
266,201704,3,12.0,NZL
267,201606,45,204.39999999999998,MDA
268,201606,16,64.0,VEN
269,201608,1,4.0,FJI
270,201705,2,8.0,MLT
271,201807,36,145.2,CHE
272,201810,27,110.4,CAN
273,201603,4,17.2,SEA
274,201506,2,8.0,LBN
275,201809,101,422.59999999999997,PRK
276,201512,13,54.4,THA
277,201603,4,16.0,CZE
278,201901,199,830.5,IRN
279,201605,2,8.0,DNK
280,201505,2,8.0,GEO
281,201607,13,52.0,DJI
282,201505,3,15.600000000000001,DZA
283,201812,4,16.0,LBY
284,201909,49,208.0,AFG
285,201909,2,10.4,BHR
286,201902,6,24.0,ECU
287,201808,4,18.4,ARE
288,201912,9,40.8,IRQ
289,202011,2,8.0,SGP
290,202010,2435,10754.899999999992,
291,202002,7,28.0,SAU
292,201903,1,4.0,ZWE
293,201910,2,8.0,YEM
294,201901,1,4.0,MCO
295,202010,68,290.0,EUR
296,202005,104,416.0,FRA
297,202005,3,12.0,DZA
298,202006,10,49.0,PAK
299,202008,213,932.6,UKR
300,202007,4,18.4,PAK
301,202008,2,10.4,SEA
302,202008,3,12.0,DZA
303,201611,76,306.4,KAZ
304,201702,19,76.0,EST
305,201608,14,56.0,AUS
306,201610,23,96.2,ESP
307,201708,53,212.0,SRB
308,201708,2,8.0,NER
309,201512,1626,6920.7999999999865,RUS
310,201612,56,224.0,BEL
311,201702,5,20.0,CZE
312,201705,89,374.0,ARM
313,201709,18,72.0,HRV
314,201705,35,140.0,AUT
315,201801,819,3533.3999999999996,USA
316,201805,651,2639.2,FRA
317,201711,22,94.0,IRQ
318,201712,9,37.0,NOR
319,201802,13,56.8,QAT
320,201805,17,77.0,CAN
321,201805,23,100.2,KGZ
322,201710,2,8.0,LBN
323,201703,4,16.0,BTN
324,201604,59,238.39999999999998,BEL
325,201503,280,1225.8000000000006,EUR
326,201601,483,2091.500000000002,UKR
327,201601,143,608.6000000000001,BLR
328,201612,5,20.0,BGD
329,201505,27,111.60000000000001,BRA
330,201503,21,84.0,ESP
331,201602,58,237.99999999999994,BRA
332,201604,121,495.4,WST
333,201505,12,50.400000000000006,NIC
334,201512,5,20.0,ESP
335,201508,19,76.0,PRK
336,201804,2,8.0,PGS
337,201604,9,36.0,LKA
338,201505,10,40.0,IND
339,201712,9,39.6,AUS
340,201504,6,24.0,BGD
341,201601,5,20.0,KHM
342,201608,5,24.8,MKD
343,201507,9,46.800000000000004,UGA
344,201602,1,4.0,CYP
345,201605,4,16.0,IND
346,201511,4,16.0,MNG
347,201904,22,89.2,CUB
348,201904,61,251.2,AGO
349,201810,139,572.8,UZB
350,201810,15,64.4,VNM
351,201811,78,319.0,AUT
352,201901,6,25.2,AUS
353,201808,155,648.4,ISR
354,201905,974,4037.4000000000005,USA
355,201905,20,81.2,SAU
356,201905,14,56.0,LVA
357,201903,126,524.4,PRK
358,201807,25,100.0,ESP
359,201906,300,1279.7999999999997,IRN
360,201910,3,12.0,ESP
361,201906,39,159.0,ARM
362,201906,4,18.4,DZA
363,201908,3,12.0,NGA
364,201812,33,136.8,WST
365,201904,1,4.0,LUX
366,201809,6,24.0,IRL
367,201908,3,12.0,LBN
368,201912,33,146.4,SWE
369,201912,3,16.2,ZAF
370,202011,22,91.6,KGZ
371,202012,4,16.0,CHE
372,201911,3,12.0,ARG
373,202001,1,4.0,MDV
374,201910,7,30.4,TJK
375,201806,2,8.0,MYS
376,201806,3,12.0,CHE
377,201903,5,20.0,TJK
378,201904,4,16.0,LAO
379,201905,1,4.0,PGS
380,201810,2,8.0,LTU
381,202003,1,4.0,CHE
382,202005,19,83.2,ARM
383,202005,6,24.0,MEX
384,202006,2,8.0,KWT
385,202008,1,4.0,HUN
386,201703,2063,8589.900000000001,RUS
387,201701,15,60.0,QAT
388,201604,30,127.2,LTU
389,201706,1,4.0,LVA
390,201610,89,378.59999999999997,MDA
391,201704,5,20.0,LTU
392,201609,31,128.4,IND
393,201609,34,146.2,BGR
394,201707,7,28.0,DNK
395,201612,13,53.2,MDV
396,201705,947,4183.000000000001,TUR
397,201612,2,9.0,NZL
398,201707,5,20.0,HRV
399,201701,3,12.0,MAR
400,201801,28,115.6,MDA
401,201712,1385,5869.9000000000015,RUS
402,201801,46,193.6,JPN
403,201802,9,38.4,CZE
404,201711,11,45.2,NOR
405,201710,5144,22085.199999999986,
406,201802,7,28.0,MDG
407,201710,6,25.2,SWE
408,201802,8,33.2,KWT
409,201804,52,220.4,JPN
410,201710,8,33.2,TJK
411,201710,2,8.0,BHR
412,201509,383,1568.8000000000004,ISR
413,201502,86,381.79999999999995,EUR
414,201612,6,24.0,SSD
415,201605,157,634.0,FRA
416,201705,5,22.4,SEA
417,201512,12,48.0,BOL
418,201710,1,4.0,TWN
419,201605,40,160.0,ITA
420,201510,25,106.00000000000001,KGZ
421,201508,24,102.00000000000001,KOR
422,201504,18,78.0,CYP
423,201501,8,32.0,HRV
424,201508,20,88.6,EST
425,201712,4,18.4,PHL
426,201701,1,4.0,SAS
427,201512,18,79.30000000000001,PRK
428,201510,2,8.0,MAR
429,201504,7,28.0,CAS
430,201508,2,8.0,CAS
431,201810,15,62.4,TKM
432,201811,9,39.6,IDN
433,201811,144,615.5999999999999,CUB
434,201901,26,113.0,MDA
435,201901,26,108.8,PHL
436,201901,3,12.0,SEA
437,201606,2,8.0,PHL
438,201810,6,24.0,MDG
439,201808,1079,4597.2,USA
440,201808,5,22.4,TJK
441,201910,4619,20197.299999999992,
442,201907,20,88.2,NLD
443,201907,56,230.60000000000002,AUT
444,201810,7,30.4,YEM
445,201909,18,75.6,CZE
446,201902,2,8.0,SEA
447,201908,7,34.0,SVK
448,201910,1032,4690.8,SYR
449,201910,23,95.60000000000001,BGR
450,201507,1,4.0,NPL
451,202002,17,71.4,AFR
452,202002,6,24.0,MKD
453,201809,4,16.0,NGA
454,201908,3,12.0,TWN
455,201809,14,60.4,SEA
456,202012,55,259.0,MDA
457,201902,3,12.0,CYP
458,202003,2,8.0,HRV
459,201608,1,5.2,LKA
460,201807,2,10.4,PRY
461,201903,2,8.0,MKD
462,201812,2,10.4,COL
463,201502,2,8.0,CAS
464,201904,1,4.0,CAS
465,202009,6,24.0,SVK
466,201906,7,28.0,BHR
467,201908,1,4.0,HRV
468,202001,2,8.0,IRL
469,202010,3,12.0,CAN
470,202011,2,8.0,EGY
471,202011,2,8.0,IRL
472,201905,4,16.0,SLE
473,202004,6,24.0,ZAF
474,202005,1,4.0,QAT
475,202007,20,91.4,ISR
476,202007,6,28.799999999999997,PSE
477,202006,4,16.0,CUB
478,202007,1,4.0,LUX
479,202008,2,8.0,ECU
480,202008,2,8.0,ERI
481,201907,23,108.6,POL
482,202009,68,291.4,CYP
483,202009,1,5.2,LAO
484,202009,2,8.0,VNM
485,201611,112,513.8000000000001,CUB
486,201611,27,114.00000000000001,UZB
487,201604,237,967.2,FRA
488,201707,2650,10980.2,RUS
489,201610,261,1097.3000000000002,EUR
490,201610,18,76.8,AFR
491,201609,168,696.6,GBR
492,201609,29,117.0,ITA
493,201611,13,52.0,OMN
494,201611,10,40.0,MDV
495,201707,52,210.4,DZA
496,201707,1,4.0,DMA
497,201705,21,87.6,EST
498,201703,12,48.0,CZE
499,201709,491,2144.4,SYR
500,201803,37,159.2,SAU
501,201803,12,57.0,VEN
502,201805,268,1124.6,TUR
503,201709,7,31.6,QAT
504,201709,20,84.8,POL
505,201710,246,1044.3,GBR
506,201710,85,358.59999999999997,IRQ
507,201712,33,136.79999999999998,VEN
508,201804,5,21.2,LVA
509,201703,16,109.0,LBN
510,201710,11,45.2,ECU
511,201509,2337,10548.400000000001,SYR
512,201504,306,1306.400000000001,ARG
513,201710,2,8.0,PRY
514,201804,8,32.0,LBN
515,201504,7,31.0,JOR
516,201510,19,85.60000000000001,BRA
517,201504,46,187.9,PSE
518,201712,18,72.0,ARG
519,201509,68,274.4,PSE
520,201804,3,12.0,DJI
521,201712,12,55.2,ITA
522,201507,10,40.0,SRB
523,201506,3,12.0,CMR
524,201504,9,38.4,MEX
525,201601,13,52.0,ARE
526,201508,3,15.600000000000001,PRY
527,201503,29,124.8,KOR
528,201602,7,29.2,SEA
529,201503,4,16.0,IND
530,201503,12,56.400000000000006,LBN
531,201502,2,8.0,MLT
532,201706,2,8.0,ZAF
533,201605,24,96.0,KGZ
534,201807,68,282.79999999999995,BLR
535,201807,98,398.6,JPN
536,201811,22,88.0,IND
537,201509,9,36.0,JOR
538,201901,178,767.9999999999999,EUR
539,201503,1,4.0,ZMB
540,201806,13,52.0,HRV
541,201901,3,12.0,MEA
542,201606,19,78.4,PRT
543,201810,19,79.6,CZE
544,201810,38,162.79999999999998,FIN
545,201807,3,12.0,SEA
546,201911,5,21.2,DZA
547,201810,12,48.0,SDN
548,201904,32,128.0,JOR
549,201907,2,8.0,IRL
550,202003,1,5.2,DZA
551,202003,6,24.0,NOR
552,202003,11,44.5,WST
553,201901,4,16.0,MLT
554,202002,1488,6184.6,TUR
555,201901,2,8.0,SYC
556,201808,4,16.0,BRA
557,201507,1,4.0,BHR
558,201907,2,9.2,CAF
559,201907,5,20.0,QAT
560,201906,2,8.0,GHA
561,202002,1,4.0,CAS
562,202010,3,12.0,MEX
563,201910,2,10.4,SVK
564,202012,1,4.0,CAN
565,201912,2,8.0,CHL
566,201905,3,12.0,YEM
567,202010,1,4.0,KOR
568,202005,11,44.0,CUB
569,202005,38,153.2,KOR
570,202004,3013,13166.000000000004,
571,201905,1563,6524.800000000002,RUS
572,202007,25,105.4,KGZ
573,201906,1360,5728.900000000001,RUS
574,202006,2,8.0,MMR
575,201908,242,1133.9999999999998,SYR
576,202009,5,20.0,CAN
577,201702,28,127.6,AUS
578,201702,10,40.0,SWE
579,201707,452,1870.3,TUR
580,201707,12,53.99999999999999,KGZ
581,201608,5827,25225.499999999975,
582,201608,68,279.79999999999995,WST
583,201703,93,389.99999999999994,LBY
584,201703,27,108.0,KOR
585,201703,372,1514.9,EGY
586,201708,112,493.5,DEU
587,201610,589,2533.5,UKR
588,201703,4,16.0,ARG
589,201509,190,788.0000000000002,TUR
590,201611,6,27.599999999999998,MLI
591,201612,2336,10004.400000000003,RUS
592,201610,10,40.0,IRL
593,201705,43,172.0,MKD
594,201708,5,26.0,NLD
595,201611,10,43.6,GMB
596,201709,18,72.0,OMN
597,201801,48,194.39999999999998,CAN
598,201802,6,28.8,VNM
599,201712,5039,21892.399999999983,
600,201709,9,36.0,NOR
601,201709,13,52.0,ESP
602,201805,5,20.0,LVA
603,201710,325,1381.1,UKR
604,201711,4,18.4,CMR
605,201711,11,44.0,HUN
606,201709,1,4.0,GHA
607,201711,2,8.0,NMR
608,201601,7,30.4,BRA
609,201504,1038,4673.099999999993,IRN
610,201602,267,1111.2999992370608,BLR
611,201511,47,194.0,LBN
612,201506,20,86.4,PSE
613,201604,162,673.0999999999999,ISR
614,201601,169,719.2000000000003,EGY
615,201507,4,20.8,IDN
616,201508,36,164.39999999999998,WST
617,201502,50,201.2,CHE
618,201708,40,167.20000000000002,QAT
619,201504,8,32.0,NLD
620,201509,3,12.0,ETH
621,201801,7,30.9,GHA
622,201711,2,8.0,KHM
623,201509,12,48.0,DNK
624,201512,7,30.4,AUS
625,201605,3,12.0,DZA
626,201807,9,36.0,PHL
627,201511,3,15.0,YEM
628,201904,25,103.4,SAU
629,201904,8,34.4,CAN
630,201810,34,137.2,MDA
631,201811,10,40.0,DNK
632,201801,7,28.0,PRT
633,201801,1,4.0,SGP
634,201809,133,576.5,BLR
635,201807,39,160.79999999999998,KOR
636,201901,34,138.0,SDN
637,201607,11,50.0,KGZ
638,201809,25,106.0,TJK
639,201812,295,1272.8999999999996,CHN
640,201901,12,50.4,AFR
641,201901,5,20.0,NIC
642,201905,15,60.0,GRC
643,201812,261,1140.5999999999997,VEN
644,201911,298,1216.0,FRA
645,201810,4,16.0,ZAF
646,201905,6,31.2,MOZ
647,201907,44,187.4,MDA
648,201811,2,8.0,NPL
649,201906,24,96.0,COL
650,202003,26,106.4,POL
651,201909,18,79.8,PAK
652,201902,131,588.6,BLR
653,201908,7,30.4,NLD
654,202002,13,52.0,GRC
655,201809,7,28.0,CAN
656,201809,3,12.0,SGP
657,201911,2,8.0,SOM
658,201605,3,12.0,ARG
659,201809,18,88.80000000000001,ECU
660,201911,5,20.0,QAT
661,201912,1,7.0,SEA
662,201808,7,35.2,ZAF
663,202012,7,34.6,KOR
664,202012,17,74.0,LBY
665,201812,7,29.2,PHL
666,201910,5,20.0,IND
667,202012,7,29.2,DZA
668,202012,2,8.0,MLT
669,201907,2,8.0,KEN
670,202001,3,12.0,MUS
671,201912,5,21.2,IND
672,201902,3,15.600000000000001,CAF
673,201708,1,4.0,MEX
674,202010,6,24.0,ESP
675,202010,1,4.0,ALB
676,202010,3,12.0,PER
677,201905,43,181.20000000000002,ARM
678,202005,2,9.2,ETH
679,202003,1,5.2,PRK
680,202004,87,349.2,FRA
681,202004,125,536.8,CHN
682,202004,1,4.0,AUS
683,202007,589,2546.3999999999996,RUS
684,202008,30,120.0,POL
685,202007,1,4.0,HND
686,201701,177,720.6,DEU
687,201707,10,40.0,BRA
688,201608,20,92.6,AFG
689,201703,69,284.6,FIN
690,201703,34,136.0,SAU
691,201609,34,136.0,KGZ
692,201609,1,4.0,MLI
693,201611,1,5.2,NMR
694,201601,49,198.39999999999998,FIN
695,201612,13,76.6,YEM
696,201508,869,3704.5999999999967,IRN
697,201701,2,8.0,ECU
698,201709,772,3166.2,CHN
699,201709,75,308.40000000000003,VEN
700,201803,4,20.8,CAF
701,201709,14,58.4,BEL
702,201801,78,343.2,DEU
703,201805,313,1393.8,UKR
704,201805,133,562.2,JOR
705,201709,10,46.0,ITA
706,201711,38,152.0,BOL
707,201712,106,469.4,EUR
708,201801,38,152.5,SAU
709,201711,5,20.0,ALB
710,201608,25,112.0,JOR
711,201611,3,12.0,JOR
712,201711,2,8.0,AND
713,201712,63,253.2,KOR
714,201701,8,32.0,ARG
715,201802,1,4.0,TJK
716,201704,3,12.0,ARG
717,201509,165,678.2,JPN
718,201507,56,241.99999999999994,SAU
719,201504,44,209.59999999999994,PAK
720,201612,3,12.0,IRL
721,201612,9,36.0,GNQ
722,201802,3,13.5,GHA
723,201511,18,72.0,IND
724,201508,34,151.4,POL
725,201510,12,50.4,MDA
726,201506,32,139.4,AFG
727,201804,16,64.0,IDN
728,201503,7,36.4,AGO
729,201608,1,5.2,AGO
730,201805,9,39.6,TKM
731,201504,2,8.0,GAB
732,201511,4,16.0,GNQ
733,201805,1,7.0,LTU
734,201505,5,20.0,THA
735,201505,4,19.0,BGD
736,201505,8,34.4,PRT
737,201506,9,39.599999999999994,NIC
738,201904,132,562.7,FRA
739,201904,162,672.4000000000001,BLR
740,201507,2,11.0,PRT
741,201810,174,760.0000000000001,IRN
742,201811,508,2056.4,FRA
743,201809,32,140.4,PAK
744,201607,65,268.4,VEN
745,201508,3,12.0,NGA
746,201607,3,12.0,MKD
747,201811,4,16.0,LKA
748,201504,2,8.0,DNK
749,201605,2,8.0,NZL
750,201806,110,442.0,FRA
751,201804,3,15.600000000000001,KHM
752,201911,10,40.0,KOR
753,201902,14,58.4,TKM
754,201908,7,30.4,LVA
755,201901,37,158.8,BEL
756,202002,13,56.8,PAK
757,201911,15,60.0,PHL
758,202011,1,4.0,TKM
759,201907,12,48.0,NOR
760,202001,12,50.4,UZB
761,201910,3,12.0,CZE
762,201912,5,20.0,MKD
763,202011,5,20.0,PRK
764,201905,11,44.0,VAT
765,201808,7,28.0,AUS
766,201911,4,16.0,NZL
767,202002,2,8.0,KEN
768,201907,10,40.0,JOR
769,201907,4,16.0,LVA
770,201911,1,4.0,CHL
771,201905,2,8.0,CRI
772,202010,8,32.0,NLD
773,202010,9,36.0,FIN
774,202003,1,4.0,MRT
775,202005,24,98.9,MDA
776,202004,11,50.0,JPN
777,202004,162,708.6,UKR
778,202005,5,21.2,PHL
779,202007,5,22.0,WST
780,202008,4,16.0,PRY
781,202006,1,4.0,TKM
782,202008,2,8.0,NLD
783,202008,3,12.5,BEL
784,202009,34,152.8,PAK
785,202009,67,277.59999999999997,MEX
786,201701,19,93.6,CYP
787,201704,2,8.0,BHR
788,201706,248,1007.4,BLR
789,201706,3,12.0,MYS
790,201708,458,1924.4,IRN
791,201612,381,1596.6,CHN
792,201610,2,10.4,KHM
793,201706,4,16.0,KEN
794,201609,8,33.2,SWE
795,201709,14,56.0,GRC
796,201711,292,1238.4,EGY
797,201801,345,1548.4999999999998,UKR
798,201711,33,145.2,KGZ
799,201711,16,67.6,LBN
800,201801,27,111.0,FIN
801,201801,31,140.8,PAK
802,201610,4,16.0,DNK
803,201805,14,56.0,AUS
804,201710,7,28.0,BGR
805,201711,10,41.0,ARE
806,201802,1,4.0,TKM
807,201704,14,56.0,AUS
808,201804,113,474.4000000000001,ARM
809,201601,98,403.19999999999993,JPN
810,201602,553,2471.699998283387,UKR
811,201603,10,48.400000000000006,DZA
812,201804,3,13.2,HUN
813,201805,4,16.0,SVK
814,201710,2,8.0,SDN
815,201603,24,100.8,PRK
816,201804,2,8.0,NGA
817,201506,30,123.0,BEL
818,201511,3,12.0,AGO
819,201708,2,8.0,NAM
820,201506,3,12.0,COD
821,201505,8,32.0,ESP
822,201706,2,10.4,COG
823,201605,5,22.0,TWN
824,201505,2,8.0,OMN
825,201604,3,12.0,AUS
826,201807,441,1857.5999999999997,DEU
827,201807,933,4102.9,SYR
828,201807,11,44.0,ARE
829,201904,64,294.9,WST
830,201810,15,61.2,CHE
831,201506,4,16.0,MYS
832,201801,2,8.0,NZL
833,201809,45,189.0,NLD
834,201807,37,177.0,LBN
835,201601,1,4.0,KEN
836,201806,1067,4415.1,USA
837,201806,56,224.0,BEL
838,201605,4,16.0,YEM
839,201905,282,1135.2,AFG
840,201509,2,8.0,SGP
841,201911,9,42.0,MOZ
842,202003,11,44.5,IDN
843,201902,31,128.4,WST
844,201910,2,8.0,TUN
845,202002,2,8.0,HRV
846,201807,3,12.0,AGO
847,201902,3,17.4,MEX
848,202011,18,73.5,UZB
849,201910,2,8.0,LUX
850,201912,3,14.4,KEN
851,201509,1,4.0,SYC
852,202012,34,143.8,IRN
853,202012,3,12.0,CHL
854,201910,2,8.0,GNQ
855,201909,5,22.0,LTU
856,201607,1,5.2,FJI
857,201909,14,63.2,BRA
858,202009,2,10.4,HND
859,201606,1,4.0,PRY
860,202001,2,8.0,SGP
861,201902,1,4.0,ERI
862,202004,4,19.599999999999998,TJK
863,202005,20,80.0,SRB
864,202005,7,31.599999999999998,GNB
865,202006,87,356.6,BLR
866,202003,896,4719.800000000001,SYR
867,202003,24,108.0,VEN
868,202007,120,481.2,FRA
869,201906,31,124.0,AUT
870,201908,2,8.0,AUS
871,201611,760,3434.3999999999996,SYR
872,201702,2,8.0,GTM
873,201702,5,20.0,SDN
874,201611,37,156.4,CYP
875,201611,16,64.0,TKM
876,201704,3,12.0,CAS
877,201508,625,2683.099999999999,UKR
878,201608,1714,7350.599999999997,TUR
879,201706,6,24.0,UGA
880,201703,273,1123.8,GBR
881,201703,7,34.0,CHL
882,201705,15,60.0,BRA
883,201708,19,79.60000000000001,AZE
884,201610,101,407.5,IRQ
885,201609,616,2712.999999999999,UKR
886,201703,16,64.0,PSE
887,201610,18,72.0,BOL
888,201512,1276,5422.399999999992,TUR
