,MonthYear,Count,SumNumMentions,Actor2CountryCode
2537,201612,684,3163,DEU
2538,201707,1,6,VCT
2539,201609,6,30,DZA
2540,201803,6,24,MYS
2541,201512,128,678,EUR
2542,201612,27,153,EGY
2543,201512,66,353,CHN
2544,201711,13,61,ISR
2545,201711,25,102,POL
2546,201711,9,34,MEX
2547,201805,1,10,CYP
2548,201804,79,454,GRC
2549,201503,424,1780,IRN
2550,201701,1,1,VAT
2551,201804,6,44,CHL
2552,201601,5,22,KOR
2553,201506,66,378,AUT
2554,201712,28,148,LBY
2555,201704,4,14,MYS
2556,201510,2,40,ISL
2557,201707,5,48,VEN
2558,201601,13,40,PHL
2559,201605,58,251,ESP
2560,201807,96,535,GRC
2561,201503,2,10,YEM
2562,201512,6,21,OMN
2563,201502,2,4,PRT
2564,201607,46,200,ESP
2565,201602,2,10,MCO
2566,201510,1,10,MUS
2567,201507,1,10,WST
2568,201510,6,16,SVK
2569,201604,8,29,AFG
2570,201909,8,50,NOR
2571,201804,5,13,ARG
2572,201503,4,18,MDA
2573,201806,21,50,PRK
2574,201908,15,53,FIN
2575,201911,1,4,MDG
2576,201911,14,70,IRL
2577,201712,8,27,PRT
2578,201501,7,13,FRA
2579,201910,23,80,LBY
2580,201502,2,10,PRY
2581,201901,8,20,LUX
2582,201901,20,75,TUR
2583,201909,52,180,LUX
2584,201603,1,6,LBN
2585,201506,5,42,PRT
2586,201808,167,552,GBR
2587,201605,3,10,KAZ
2588,201811,4,20,CZE
2589,201810,14,68,PAK
2590,201902,4,34,BRA
2591,202001,11,54,QAT
2592,201502,1,2,LKA
2593,201810,44,232,AFR
2594,201810,15,51,IDN
2595,201811,5,12,MKD
2596,201810,7,40,AIA
2597,201905,2,4,SYC
2598,201802,1,10,MRT
2599,201810,1,20,ECU
2600,202002,4,13,PRK
2601,202003,2,16,LVA
2602,201606,1,4,NZL
2603,201601,1,2,MMR
2604,202004,5,26,THA
2605,202003,7,26,ZAF
2606,202005,36,119,LUX
2607,202006,13,79,HRV
2608,202007,13,46,NLD
2609,202007,30,159,GRC
2610,202006,8,28,SYR
2611,202009,2,2,NMR
2612,201611,296,1715,TUR
2613,201702,366,1840,FRA
2614,201708,1,6,ABW
2615,201708,27,114,WST
2616,201611,1,2,BDI
2617,201609,49,184,POL
