,MonthYear,Count,Actor2CountryCode
0,202005,10,UKR
1,202005,1,PRY
2,202007,2,ALB
3,201704,18,RUS
4,201608,34,UKR
5,201610,16,NER
6,201706,9,ITA
7,201609,1,CZE
8,201708,2,LTU
9,201707,4,AUT
10,201612,6,ALB
11,201608,6,POL
12,201802,1,URY
13,201801,3,ISR
14,201803,3,NLD
15,201801,24,TUR
16,201608,2,NZL
17,201511,30,EUR
18,201805,4,CHE
19,201907,20,USA
20,201605,27,GRC
21,201710,1,BRA
22,201507,34,CHN
23,201607,4,UKR
24,201612,2,CHL
25,201901,39,FRA
26,201511,3,SRB
27,201509,7,LKA
28,201705,1,LBN
29,201506,2,BGR
30,201601,4,CUB
31,201604,4,POL
32,201906,1,SWE
33,201911,25,USA
34,201908,2,PSE
35,201905,17,GBR
36,201604,2,AFR
37,201607,2,ALB
38,201507,1,LKA
39,201902,3,CHN
40,201606,3,NAM
41,201606,4,MKD
42,201606,7,TGO
43,201902,3,SVK
44,202011,7,GBR
45,201812,1,BGD
46,201607,1,ISL
47,201908,1,BLR
48,201606,1,TZA
49,201609,1,ARM
50,201801,2,MKD
51,202010,3,WST
52,201611,1,VNM
53,201905,4,ALB
54,201910,1,SAU
55,201905,2,ESP
56,201905,1,NER
57,201912,1,PRY
58,202004,1,JPN
59,202005,1,MDA
60,202008,5,BEL
61,202009,1,MEX
62,201704,1,BHR
63,201706,5,BLR
64,201610,8,DNK
65,201708,3,IRN
66,201609,1,SWE
67,201612,6,CHN
68,201801,31,UKR
69,201610,1,NAM
70,201709,4,GRC
71,201711,1,EGY
72,201602,42,UKR
73,201603,4,DZA
74,201604,3,PHL
75,201505,13,ESP
76,201807,53,DEU
77,201604,5,AUS
78,201506,13,BEL
79,201804,1,NGA
80,201807,1,TGO
81,201807,3,SYR
82,201708,1,NAM
83,201601,3,JPN
84,201506,1,MYS
85,201810,2,CHE
86,201509,2,SGP
87,201711,1,LBN
88,201904,8,ALB
89,201910,1,LUX
90,201806,19,USA
91,201904,6,WST
92,202012,8,IRN
93,202001,1,SGP
94,201507,3,MDV
95,201909,2,BRA
96,201902,4,WST
97,201806,7,BEL
98,201805,6,SVK
99,201804,1,ARM
100,202004,5,UKR
101,201809,1,NLD
102,201812,1,CIV
103,201710,2,BGR
104,201511,1,PLW
105,201805,2,AUS
106,201605,1,TWN
107,201909,1,LTU
108,201801,1,PAK
109,201905,2,AFG
110,201807,1,LBN
111,201801,1,FIN
112,202003,1,IDN
113,201804,2,HUN
114,201910,1,TUN
115,201910,2,CYP
116,202003,9,GBR
117,202004,14,USA
118,202004,1,ISL
119,202007,11,GBR
120,202006,1,VEN
121,202008,4,AFR
122,202008,24,RUS
123,202008,1,CAN
124,202008,1,KOR
125,201704,13,MCO
126,201701,2,NGA
127,201610,4,CMR
128,201709,1,TUN
129,201801,5,GRC
130,201710,24,FRA
131,201701,1,MDV
132,201510,46,USA
133,201609,4,ALB
134,201505,6,EGY
135,201506,2,MEX
136,201602,1,DZA
137,201612,1,ZWE
138,201503,3,PRK
139,201712,6,AUT
140,201604,10,SYR
141,201509,1,PRK
142,201710,4,AFR
143,201808,4,IRN
144,201504,6,CHE
145,201709,1,PHL
146,201809,5,ALB
147,202005,6,BEL
148,201811,22,RUS
149,201906,46,DEU
150,201510,1,AZE
151,201601,2,ZAF
152,201908,7,PRT
153,202002,9,ARG
154,201804,1,LBY
155,201711,2,MDV
156,201806,9,AUT
157,201607,1,MEX
158,202012,5,UKR
159,201902,2,ARE
160,201906,1,EGY
161,201605,1,QAT
162,201602,1,NMR
163,201806,1,DNK
164,201512,1,VEN
165,201505,1,IRQ
166,201906,1,MEX
167,202002,1,SRB
168,201606,1,NER
169,202005,37,FRA
170,202005,3,MLT
171,202006,2,PAK
172,202008,17,UKR
173,202008,1,DZA
174,201702,1,EST
175,201610,10,ESP
176,201702,3,CZE
177,201708,2,NER
178,201612,19,BEL
179,201707,1,CRI
180,201805,68,FRA
181,201801,21,USA
182,201705,8,AUT
183,201805,5,CAN
184,201604,7,BEL
185,201503,26,EUR
186,201601,15,UKR
187,201503,23,ESP
188,201604,8,WST
189,201512,11,RUS
190,201512,7,ESP
191,201601,4,BLR
192,201711,10,IRQ
193,201807,6,ESP
194,201504,1,NZL
195,201505,4,BRA
196,201808,8,ISR
197,201809,4,IRL
198,201901,2,AUS
199,201505,2,IND
200,201906,15,IRN
201,201910,9,ESP
202,201905,25,USA
203,201905,1,LVA
204,201703,1,TZA
205,202003,4,CHE
206,202012,2,CHE
207,201908,1,LBN
208,201605,4,IND
209,201903,1,PRK
210,201806,5,CHE
211,201904,1,GHA
212,201712,2,AUS
213,201505,1,NIC
214,201808,4,NER
215,201903,1,NPL
216,202001,3,MDV
217,201807,1,CMR
218,201812,1,WST
219,202011,1,KGZ
220,202005,8,CHN
221,202006,4,MEX
222,201704,49,EUR
223,201702,8,LTU
224,201608,13,CZE
225,201701,24,GRC
226,201701,3,IRL
