,MonthYear,Count,Actor2CountryCode
0,202005,62,
1,201704,1,GRC
2,201608,121,
3,201711,5,EUR
4,201803,2,MEX
5,201601,1,CHE
6,201709,3,SRB
7,201511,2,BRA
8,201507,1,BEL
9,201710,6,IRN
10,201810,3,UKR
11,201804,3,MEX
12,201505,2,CHN
13,201910,4,USA
14,201806,121,
15,201710,2,JAM
16,201610,1,AUT
17,201712,1,UKR
18,201509,1,CZE
19,201803,2,TUR
20,201508,1,POL
21,201512,2,PAK
22,201607,2,URY
23,201911,1,LBY
24,201606,1,BEL
25,201812,2,DZA
26,201910,1,AFG
27,202009,1,JPN
28,201706,9,EUR
29,201707,14,RUS
30,201604,3,SYR
31,201608,3,IRN
32,201706,3,ARG
33,201504,3,AUS
34,201911,56,
35,201909,1,AUS
36,201502,1,DEU
37,202012,43,
38,202002,1,WST
39,201611,1,RUS
40,201605,3,AUT
41,201709,2,EGY
42,202012,5,EUR
43,201801,2,USA
44,201812,1,POL
45,201605,3,NLD
46,201506,1,CUB
47,202009,1,VAT
48,201611,4,PAN
49,201611,3,NLD
50,201611,1,ITA
51,201610,3,USA
52,201705,1,SWE
53,201603,8,DEU
54,201705,1,DNK
55,201909,2,UKR
56,201903,1,UKR
57,201601,1,RUS
58,201610,2,AFG
59,201505,4,EUR
60,201506,1,VNM
61,201808,3,EUR
62,201701,1,CHE
63,201808,4,PRT
64,201804,1,NLD
65,201802,1,JPN
66,202011,2,CHN
67,201807,1,IRL
68,202012,1,BGR
69,201607,1,IRN
70,201812,2,MRT
71,202012,2,CHN
72,201706,1,JPN
73,201512,2,AFG
74,201602,19,SYR
75,201506,28,FRA
76,201701,1,LBN
77,201904,16,GBR
78,201509,2,FIN
79,201510,4,ISR
80,201604,2,UKR
81,202003,2,GBR
82,201703,4,MDA
83,201703,1,AUS
84,202001,1,NLD
85,201805,1,ARM
86,202001,1,AFG
87,201606,12,CHN
88,201905,1,JPN
89,201710,2,TUR
90,201802,1,BEL
91,201903,1,CHE
92,202005,1,DNK
93,202007,4,FRA
94,201609,140,
95,201801,106,
96,201803,1,ITA
97,201804,3,CAN
98,201711,7,TUR
99,201708,1,JOR
100,201810,17,DEU
101,201503,2,ITA
102,201808,91,
103,201507,13,GBR
104,201910,2,RUS
105,201602,8,DEU
106,201801,1,WST
107,201806,2,CAN
108,201503,1,SVK
109,202002,1,EGY
110,201812,3,CHN
111,202004,1,LUX
112,202009,5,EUR
113,201608,4,CZE
114,201611,1,NOR
115,201707,22,FRA
116,201801,6,IRN
117,201802,1,URY
118,201505,13,DEU
119,201507,11,EUR
120,201704,2,TUR
121,201506,2,QAT
122,201707,3,GBR
123,201506,1,EGY
124,201508,6,EUR
125,201707,1,CHE
126,201703,2,URY
127,201811,10,DEU
128,201904,2,SAU
129,201812,51,
130,201711,2,HUN
131,201507,1,CUB
132,201903,2,USA
133,201903,1,ARM
134,201512,1,ESP
135,201605,4,UKR
136,201901,1,ITA
137,201601,1,SWE
138,201910,6,GBR
139,201808,2,CHE
140,201802,2,CHN
141,201803,1,KOR
142,201812,1,PAK
143,201912,2,USA
144,201910,1,SYR
145,201706,3,ITA
146,201609,6,SYR
147,201511,1,ITA
148,201711,2,BEL
149,201603,4,SYR
150,201610,3,DNK
151,201502,2,GBR
152,201612,6,IRL
153,201903,3,GRC
154,202001,2,USA
155,202001,8,EUR
156,201712,1,GRC
157,201702,2,TUN
158,202010,6,DEU
159,202008,1,WST
160,201704,6,KOR
161,201610,7,IRN
162,201503,1,ERI
163,201507,17,DEU
164,201505,2,IRN
165,201705,4,UKR
166,201807,13,DEU
167,201801,2,HUN
168,201810,78,
169,201608,3,CHN
170,201703,4,BOL
171,201711,4,GRC
172,201605,3,GBR
173,201810,2,EGY
174,201604,1,CZE
175,201807,2,MLT
176,201510,2,ESP
177,201512,2,UKR
178,202003,3,SRB
179,201902,50,
180,201604,3,PAN
181,201906,1,MDV
182,201711,1,FJI
183,201905,2,RUS
184,201801,1,ARG
185,201512,1,AZE
186,201611,3,UKR
187,201701,21,DEU
188,201610,1,SYR
189,201706,21,TUR
190,201512,91,
191,201701,3,CAN
192,201505,2,POL
193,201805,11,UKR
194,202002,7,UKR
