,Actor2CountryCode,MonthYear,Count
1003,MDA,201711,485
1004,HUN,201711,315
1005,ESP,201711,137
1006,BGD,201709,3
1007,ARG,201801,4
1008,SYR,201805,227
1009,DEU,201703,944
1010,BGR,201707,81
1011,VAT,201707,14
1012,NER,201805,5
1013,VEN,201707,16
1014,GBR,201704,473
1015,TUR,201605,699
1016,ESP,201608,98
1017,SWE,201712,73
1018,USA,201702,3485
1019,TKM,201804,44
1020,KGZ,201704,29
1021,UKR,201610,11099
1022,BLR,201612,1378
1023,MYS,201612,124
1024,ARM,201611,90
1025,NMR,201610,3
1026,VNM,201611,19
1027,BLR,201701,784
1028,LTU,201701,118
1029,KEN,201711,7
1030,PRT,201703,27
1031,BGR,201604,89
1032,BLR,201604,1408
1033,ARM,201605,99
1034,EST,201601,43
1035,CAS,201712,1
1036,ARG,201712,10
1037,TUN,201612,3
1038,ALB,201804,7
1039,SVK,201509,257
1040,QAT,201511,24
1041,ARG,201605,7
1042,MDV,201504,15
1043,NPL,201801,2
1044,ARG,201708,2
1045,ZAF,201608,5
1046,AFR,201504,26
1047,MDG,201609,2
1048,TZA,201802,5
1049,IND,201602,8
1050,GBR,201807,300
1051,NOR,201807,19
1052,GRC,201601,37
1053,KWT,201811,31
1054,PSE,201907,63
1055,ARM,201806,53
1056,COL,201504,1
1057,VEN,201604,3
1058,DNK,201901,25
1059,AUT,201810,42
1060,NLD,201905,56
1061,LVA,201905,65
1062,ARE,201810,10
1063,MRT,201907,3
1064,SWE,201906,44
1065,TUR,201812,581
1066,CYP,201903,6
1067,MYS,201912,85
1068,THA,201507,3
1069,NGA,201604,3
1070,THA,201812,14
1071,SWE,201911,167
1072,PSE,201911,46
1073,MEX,201911,49
1074,SGP,201604,8
1075,ERI,201806,1
1076,MEX,201909,34
1077,NOR,201909,17
1078,MDV,201809,17
1079,KAZ,202001,71
1080,EGY,202001,22
1081,TZA,202002,1
1082,NZL,201906,7
1083,QAT,201906,17
1084,COD,201908,3
1085,NZL,202012,5
1086,BOL,201810,5
1087,COL,201904,4
1088,YEM,201909,9
1089,JOR,201908,3
1090,BOL,201806,4
1091,NOR,202010,1
1092,DOM,201508,1
1093,MDV,202011,5
1094,PAK,201905,10
1095,TUR,202003,212
1096,BGR,202005,144
1097,BEL,202005,18
1098,NLD,202006,60
1099,FIN,202007,7
1100,EUR,201908,530
1101,RUS,201609,9345
1102,USA,201609,2324
1103,SVK,201801,25
1104,MEX,201705,24
1105,LBY,201801,33
1106,IDN,201801,3
1107,GBR,201711,224
1108,MLT,201711,4
1109,USA,201708,2260
1110,DEU,201707,909
1111,AUT,201704,132
1112,HUN,201802,621
1113,NOR,201802,20
1114,AUT,201802,385
1115,LVA,201804,18
1116,DJI,201610,1
1117,DOM,201612,16
1118,BLR,201611,1577
1119,NGA,201611,6
1120,CUB,201702,27
1121,LTU,201804,171
1122,ALB,201609,42
1123,ARM,201607,58
1124,SSD,201609,2
1125,LBN,201706,6
1126,LTU,201509,72
1127,GBR,201508,442
1128,ZWE,201804,8
1129,NLD,201508,190
1130,IRL,201506,49
1131,IRN,201509,109
1132,HUN,201510,126
1133,NPL,201508,9
1134,ERI,201801,1
1135,PAN,201801,12
1136,SEN,201803,2
1137,MKD,201604,32
1138,SWE,201806,87
1139,BRA,201806,20
1140,TKM,201606,21
1141,ARE,201705,2
1142,PRK,201602,25
1143,CHL,201510,12
1144,YEM,201704,4
1145,PHL,201511,7
1146,LBN,201506,8
1147,LKA,201702,6
1148,BHS,201607,3
1149,OMN,201509,26
1150,SYR,201811,50
1151,PSE,201811,125
1152,ZWE,201509,3
1153,PHL,201502,8
1154,BEL,201907,74
1155,BOL,201507,3
1156,CZE,201501,1
1157,BEL,201901,130
1158,HRV,201901,4
1159,MDA,201810,247
1160,PRT,201907,9
1161,GRC,201912,42
1162,AUS,201808,82
1163,AUS,202012,21
1164,EST,201809,71
1165,POL,201812,484
1166,AFG,201812,4
1167,SVK,201812,21
1168,BLR,201911,461
1169,BRA,201910,62
1170,CYP,201909,6
1171,AUT,201807,45
1172,VAT,201808,9
1173,IRN,202011,70
1174,URY,201812,17
1175,ROM,201507,2
1176,PSE,201902,50
1177,NGA,201812,16
1178,BHR,201911,2
1179,CAS,201604,1
1180,SDN,201902,5
1181,ZAF,201909,4
1182,ETH,202011,2
1183,THA,201912,23
1184,VCT,202010,8
1185,THA,201910,5
1186,MMR,201905,2
1187,USA,202004,972
1188,SRB,202004,11
1189,USA,201905,2071
1190,EUR,202007,452
1191,EGY,201907,22
1192,ARE,202007,8
1193,SEA,202007,1
1194,NLD,202008,63
1195,LTU,201705,116
1196,CZE,201709,42
1197,VNM,201709,18
1198,HUN,201706,72
1199,CHL,201706,1
1200,IRL,201706,58
1201,BLZ,201703,12
1202,COG,201707,3
1203,OMN,201710,28
1204,HRV,201710,27
1205,TJK,201705,9
1206,CMR,201608,1
1207,USA,201802,2019
1208,LTU,201802,125
1209,CHE,201804,44
1210,NZL,201610,5
1211,SVK,201610,50
1212,ITA,201612,240
1213,CYP,201805,8
1214,QAT,201709,4
1215,HRV,201612,41
1216,BGR,201701,45
1217,MKD,201803,45
1218,PHL,201710,13
1219,CRI,201608,4
1220,VAT,201608,1
1221,ZAF,201801,10
1222,LSO,201612,1
1223,BEL,201607,176
1224,IND,201702,13
1225,CAN,201602,252
1226,NZL,201609,25
1227,SWE,201508,79
1228,MDA,201504,192
1229,NLD,201510,534
1230,AFR,201604,38
1231,FRA,201603,622
1232,CAN,201507,824
1233,GBR,201603,285
1234,CHL,201504,56
1235,SVK,201512,27
1236,KAZ,201509,130
1237,MKD,201805,10
1238,AUT,201505,109
1239,KOR,201603,25
1240,AUS,201606,157
1241,AZE,201509,37
1242,CHE,201505,66
