,MonthYear,Count,Actor2CountryCode
0,202004,1,CZE
1,202006,1,TUR
2,201703,3,SVK
3,201611,5,DEU
4,201612,10,USA
5,201802,359,
6,201805,3,RUS
7,201807,3,LTU
8,201509,1,SVK
9,201504,17,RUS
10,201803,6,BEL
11,201503,1,TUN
12,201512,1,ITA
13,201510,6,BLR
14,201710,5,LTU
15,201602,4,MEX
16,201510,6,UKR
17,201912,2,LUX
18,201806,1,LUX
19,201907,1,ITA
20,201607,9,ITA
21,201712,1,FRA
22,202012,3,ISR
23,201907,1,PAN
24,202008,9,DEU
25,201703,13,DEU
26,201704,1,MNG
27,201704,3,ITA
28,201703,1,MDA
29,201609,1,COL
30,201610,2,WST
31,201708,2,IRL
32,201803,19,USA
33,201705,4,USA
34,201704,1,CYP
35,201505,19,POL
36,201505,23,UKR
37,201605,3,DEU
38,201602,9,USA
39,201712,21,POL
40,201504,3,CHN
41,201601,2,NOR
42,201611,1,WST
43,201810,1,LBN
44,201602,1,ESP
45,201910,1,ISR
46,201512,1,BEL
47,201910,3,KEN
48,201906,2,FIN
49,201510,2,CHN
50,201905,1,TJK
51,201905,1,BLR
52,202003,1,ITA
53,201606,3,DNK
54,201607,3,PRT
55,201606,1,BGR
56,201608,1,VNM
57,202004,8,EUR
58,202009,1,CZE
59,201703,1,WST
60,201509,29,EUR
61,201612,7,CZE
62,201702,11,USA
63,201801,20,EUR
64,201604,5,GBR
65,201506,6,DEU
66,201508,11,USA
67,201709,1,SRB
68,201709,1,MEX
69,201604,1,ESP
70,201710,21,EUR
71,201905,2,KOR
72,201508,1,ISR
73,201707,1,CAN
74,201808,2,EGY
75,201911,2,BRA
76,201511,7,EGY
77,201504,3,CZE
78,201903,7,USA
79,201903,2,UKR
80,201703,1,AUS
81,201908,6,POL
82,201702,1,ECU
83,202010,4,POL
84,201607,1,EST
85,202004,5,UKR
86,202007,1,WST
87,201706,2,BLR
88,201711,1,EGY
89,201805,3,SVK
90,201801,13,UKR
91,201804,3,HUN
92,201610,1,DNK
93,201710,2,BGR
94,201704,1,AUS
95,201706,1,KEN
96,201506,6,BEL
97,201904,1,WST
98,201505,4,ESP
99,201806,8,USA
100,201806,6,BEL
101,201910,2,LUX
102,201602,2,UKR
103,201902,2,WST
104,201603,1,PRK
105,201801,1,PAK
106,201807,9,DEU
107,201910,2,CYP
108,201810,1,CHE
109,201604,1,AUS
110,201805,1,AUS
111,202006,2,LTU
112,202008,6,EUR
113,202009,3,LTU
114,201706,5,UKR
115,201706,1,RUS
116,201807,1,AZE
117,201704,1,MAR
118,201604,4,CZE
119,201603,7,BLR
120,201911,10,RUS
121,201903,1,SVK
122,201707,1,SWE
123,201707,1,IRN
124,201804,6,ESP
125,201506,1,BGD
126,201606,5,UZB
127,201802,1,CAN
128,201812,1,AFR
129,201606,1,CZE
130,201904,1,MDA
131,202006,2,HUN
132,201611,3,SWE
133,201611,2,AUT
134,201704,1,IRN
135,201609,10,USA
136,201804,4,ITA
137,201804,5,GBR
138,201805,2,WST
139,201802,1,NOR
140,201901,8,ITA
141,201601,1,SWE
142,201706,1,CHN
143,201806,338,
144,201801,3,GBR
145,201707,1,BGR
146,202002,8,EUR
147,201904,2,ITA
148,201804,2,TUR
149,201802,2,SGP
150,201812,1,ITA
151,201808,1,BLR
152,201606,2,IDN
153,201903,1,MEX
154,201508,334,
155,201706,1,GRC
156,201604,1,PAN
157,201810,9,DEU
158,201909,3,BEL
159,201806,1,SVK
160,201907,7,RUS
161,201903,2,ISR
162,201806,2,BRA
163,202002,1,NOR
164,201602,1,CUB
165,201908,1,MDV
166,201802,2,SEN
167,201812,7,RUS
168,201809,1,SEN
169,201906,1,BEL
170,202008,7,UKR
171,201702,1,EST
172,201610,2,ESP
173,201612,2,BEL
174,201604,25,WST
175,201503,14,EUR
176,201601,31,UKR
177,201512,3,RUS
178,201712,1,NOR
179,201801,9,USA
180,201905,12,USA
181,201805,5,FRA
182,201910,2,ESP
183,201807,1,ESP
184,201811,3,AUT
185,201507,1,MKD
186,201602,1,BRA
187,201711,2,IRQ
188,201905,1,SAU
189,201809,3,IRL
190,201703,52,EUR
191,201708,3,BEL
192,201601,5,LVA
193,201804,4,NLD
194,201612,1,BRA
195,201603,4,DEU
196,201901,1,MDV
197,201905,4,DEU
198,201909,37,USA
199,201705,1,JPN
200,201703,1,QAT
201,202002,3,DEU
202,201607,1,JOR
203,201503,3,IDN
204,201605,1,CZE
205,201608,1,BGR
206,201809,1,RUS
207,201712,1,WST
208,201812,1,MDA
209,201604,1,PRT
210,201607,1,CHN
211,201803,3,LTU
212,202008,2,FRA
213,201611,2,CHE
214,201708,4,VEN
215,201611,16,RUS
216,201707,1,CHL
217,201701,3,UKR
218,201711,6,RUS
219,201610,3,BLR
220,201803,9,RUS
221,201611,2,SEN
222,201901,303,
223,201507,7,CZE
224,201601,15,POL
225,201509,2,NLD
226,201509,13,USA
227,201911,6,UKR
228,201509,3,CYP
229,201912,2,CHN
230,201905,8,EUR
231,201504,2,BEL
232,201608,4,DEU
233,201907,2,CAN
234,202010,17,UKR
235,201910,1,NGA
236,201910,1,KOR
237,201605,1,KEN
238,201803,1,ITA
239,201806,1,CAN
240,201706,389,
241,201704,3,PRT
242,201703,3,FRA
243,201804,14,USA
244,201801,3,AFR
245,201802,1,HUN
246,201605,472,
247,201511,3,TGO
248,201712,1,HRV
249,201601,2,VAT
250,201505,3,USA
251,201509,2,FRA
