,Actor2CountryCode,MonthYear,Count
949,SEN,202010,1
950,SEA,202010,1
951,TJK,202011,5
952,ARM,201607,59
953,SLE,201607,2
954,MLT,201711,2
955,THA,201912,16
956,TWN,201908,11
957,DMA,201604,1
958,TZA,201602,1
959,THA,201910,7
960,TCD,201505,1
961,OMN,201509,2
962,ETH,202011,2
963,NPL,201508,1
964,GNQ,201905,3
965,GBR,202004,104
966,THA,202003,9
967,,201905,11249
968,CHN,202005,73
969,,202007,9641
970,AGO,202006,3
971,WST,202009,57
972,ZAF,202009,1
973,,201702,13376
974,NOR,201704,37
975,CHN,201707,263
976,AZE,201704,79
977,CHN,201611,151
978,PAK,201611,51
979,MDV,201608,18
980,DMA,201608,1
981,NZL,201608,4
982,GTM,201703,2
983,PAN,201708,10
984,NLD,201610,96
985,BEL,201706,192
986,NOR,201706,44
987,AGO,201706,1
988,MNG,201709,9
989,MLT,201610,22
990,CUB,201610,6
991,,201803,15910
992,DEU,201803,1336
993,SVK,201710,81
994,DEU,201710,454
995,BGR,201612,53
996,PHL,201612,8
997,AFR,201609,9
998,CZE,201805,186
999,IRN,201803,8
1000,TZA,201711,9
1001,DNK,201609,17
1002,MMR,201701,5
1003,TJK,201703,9
1004,BLZ,201701,2
1005,VCT,201703,2
1006,QAT,201606,17
1007,IND,201804,12
1008,CAN,201712,150
1009,POL,201509,2173
1010,COG,201609,1
1011,BRA,201608,34
1012,ISR,201509,107
1013,EST,201804,25
1014,TWN,201804,15
1015,ISR,201603,161
1016,GRC,201604,80
1017,ESP,201511,70
1018,GRC,201602,157
1019,ISR,201508,73
1020,CRI,201512,15
1021,LAO,201510,8
1022,ITA,201504,116
1023,TWN,201802,24
1024,LKA,201704,1
1025,MDA,201602,12
1026,FIN,201510,21
1027,ECU,201612,3
1028,AFG,201508,14
1029,MDV,201807,11
1030,BLR,201508,61
1031,LBY,201712,9
1032,NZL,201603,9
1033,TUN,201908,2
1034,CAN,201607,252
1035,SSD,201608,9
1036,HUN,201810,230
1037,MCO,201701,3
1038,PRT,201807,12
1039,BHS,201609,1
1040,ARE,201802,8
1041,JAM,201505,4
1042,BEL,201812,182
1043,THA,201712,2
1044,CAF,201504,1
1045,ARE,201603,3
1046,TUR,201902,46
1047,JOR,201507,3
1048,MCO,201605,12
1049,EGY,201901,28
1050,NZL,201907,1
1051,KEN,201602,1
1052,CYP,201602,5
1053,IRQ,201504,7
1054,EUR,201806,715
1055,PHL,201801,4
1056,MCO,201802,1
1057,ISR,201501,2
1058,CUB,201811,5
1059,KAZ,201907,1
1060,DEU,202011,269
1061,GAB,201503,2
1062,GRC,202011,7
1063,BHS,202011,1
1064,DJI,201902,2
1065,UZB,201606,258
1066,NPL,201911,1
1067,GMB,201510,2
1068,FIN,201909,38
1069,PER,201901,9
1070,KWT,201901,7
1071,MDV,202010,1
1072,CPV,201906,1
1073,MKD,202001,1
1074,AFG,201909,16
1075,AFG,201908,16
1076,SEN,201509,2
1077,DZA,201901,1
1078,ETH,201602,1
1079,BOL,201902,6
1080,PER,201811,3
1081,SDN,201607,7
1082,LBN,201905,10
1083,SLE,201906,1
1084,KOR,202001,6
1085,SDN,201912,5
1086,ALB,201912,7
1087,BOL,201911,1
1088,NMR,201807,4
1089,TGO,201910,1
1090,BRN,201905,3
1091,BOL,201905,1
1092,BMU,201912,1
1093,VEN,201905,1
1094,AUS,202004,14
1095,VAT,202003,4
1096,CAN,202005,48
1097,COL,202005,3
1098,ITA,202006,77
1099,EGY,202006,5
1100,MAR,202008,1
1101,EGY,202009,18
1102,,201909,11894
1103,DEU,201909,1399
1104,DMA,202009,2
1105,GAB,202009,3
1106,CAN,201704,88
1107,EGY,201704,75
1108,EUR,201707,1749
1109,NLD,201707,31
1110,UKR,201608,1539
1111,KAZ,201608,169
1112,IND,201611,7
1113,COL,201610,13
1114,BLR,201706,153
1115,ESP,201706,83
1116,ISR,201706,61
1117,COD,201708,4
1118,ESP,201709,61
1119,ARE,201710,14
1120,SYR,201609,25
1121,WST,201711,63
1122,CHN,201801,57
1123,LAO,201509,2
1124,AGO,201701,7
1125,MDA,201610,3
1126,HND,201610,6
1127,TMP,201610,1
1128,MEX,201611,18
1129,SDN,201703,4
1130,IRL,201602,35
1131,RUS,201712,634
1132,BGR,201509,100
1133,DZA,201710,23
1134,DOM,201710,3
1135,EST,201504,126
1136,FRA,201503,288
1137,BEL,201601,524
1138,TUR,201512,63
1139,ARE,201506,62
1140,SAU,201510,26
1141,LBR,201712,2
1142,VAT,201602,14
1143,TWN,201507,7
1144,CHN,201908,103
1145,ESP,201908,36
1146,MDV,201605,18
1147,GHA,201706,9
1148,TWN,201610,16
1149,URY,201712,1
1150,AFG,201512,15
1151,JOR,201512,7
1152,SDN,201603,44
1153,CIV,201608,1
1154,EUR,201812,438
1155,IDN,201603,9
1156,MDA,201907,36
1157,NLD,201808,15
1158,CZE,201906,148
1159,SWE,201808,69
1160,NPL,201808,1
1161,NGA,201608,1
1162,MNG,201602,1
1163,ALB,201910,26
1164,AUT,201901,59
1165,CUB,201503,1
1166,CAN,201806,89
1167,ITA,201911,109
1168,KWT,201507,3
1169,KAZ,201504,11
1170,SGP,201811,12
1171,BDI,201808,2
1172,PRY,201902,12
1173,PSE,202012,19
1174,FRA,202011,59
1175,PER,201606,20
1176,ZAF,201606,12
1177,SLE,201902,6
1178,GHA,201907,2
1179,TTO,201601,2
1180,ETH,201904,1
1181,THA,202012,4
1182,PER,201909,2
1183,AUT,202002,16
1184,BHS,202002,1
1185,KWT,201601,1
1186,MAR,201909,3
1187,TWN,201606,9
1188,GHA,201502,1
1189,LVA,202011,19
1190,DZA,201502,1
1191,THA,201811,5
1192,MYS,201911,5
1193,VCT,201806,3
1194,CRI,201812,2
1195,LBY,201810,1
1196,MOZ,201807,2
1197,HTI,201909,2
1198,LBN,202011,1
1199,DZA,201906,5
1200,MUS,201910,2
1201,BWA,201910,1
1202,GIN,201907,2
1203,BRA,202004,6
1204,MLI,201607,1
1205,TJK,201508,3
1206,USA,202004,470
1207,TWN,202004,14
1208,USA,201905,946
1209,EUR,202007,533
1210,ARE,202007,8
1211,NLD,202008,37
1212,MEX,201908,28
1213,VAT,201608,109
1214,MUS,201703,2
1215,GBR,201603,457
1216,BGR,201701,38
1217,TCD,201701,2
1218,SVK,201610,84
1219,HUN,201706,448
1220,CHL,201706,30
1221,IRL,201706,51
1222,DOM,201709,5
1223,CZE,201709,142
1224,ITA,201612,213
1225,USA,201802,1176
1226,LTU,201802,328
1227,NZL,201609,8
1228,MKD,201803,78
1229,QAT,201709,14
1230,VNM,201709,11
1231,IND,201702,13
1232,NGA,201601,8
1233,COL,201707,16
1234,KHM,201706,14
1235,CHE,201804,11
1236,CYP,201805,6
1237,HRV,201710,38
1238,PHL,201710,11
1239,SVK,201512,200
1240,PHL,201504,10
1241,CAN,201507,57
1242,MOZ,201608,1
1243,LTU,201705,209
1244,ZAF,201801,4
1245,LSO,201612,1
1246,AFR,201604,59
