,MonthYear,Count,Actor2CountryCode
0,202005,7,MEX
1,202006,11,DNK
2,202008,3,HUN
3,202009,6,SVK
4,201711,40,NOR
5,201704,8,LTU
6,201802,11,CZE
7,201710,2643,
8,201703,355,RUS
9,201801,5,MDA
10,201610,12,MDA
11,201609,16,BGR
12,201609,14,IND
13,201608,2,LKA
14,201604,58,LTU
15,201605,369,FRA
16,201502,66,EUR
17,201804,13,JPN
18,201603,1,CRI
19,201605,142,ITA
20,201701,8,MAR
21,201802,2,MDG
22,201710,16,SWE
23,201712,79,RUS
24,201801,13,JPN
25,201512,2,BOL
26,201705,396,TUR
27,201711,3,COD
28,201707,1,DNK
29,201910,1753,
30,201910,33,SYR
31,201910,5,BGR
32,201509,20,ISR
33,201701,3,QAT
34,201808,269,USA
35,201510,2,KGZ
36,201508,10,KOR
37,201807,1,PRY
38,201508,5,EST
39,201511,2,NPL
40,201812,6,COL
41,201812,14,DNK
42,201712,2,MDG
43,201712,1,PHL
44,201712,11,ZMB
45,201512,8,PRK
46,201809,28,NGA
47,201903,8,MKD
48,201907,34,NLD
49,201907,64,AUT
50,201605,1,DOM
51,201606,3,PHL
52,201901,2,PHL
53,201707,7,HRV
54,201902,2,SEA
55,201811,5,IDN
56,201802,1,KWT
57,201810,3,YEM
58,201912,1,VAT
59,201612,3,MDV
60,201510,2,MAR
61,202001,13,IRL
62,201511,1,PNG
63,201909,3,CZE
64,201906,1,BHR
65,202002,62,AFR
66,201908,7,HRV
67,201908,2,SVK
68,202002,11,BGD
69,202010,15,CAN
70,202012,1,MDA
71,202002,1,MKD
72,201908,3,TWN
73,202011,5,IRL
74,201905,1,BHS
75,202003,1,COL
76,202011,4,EGY
77,202005,58,UKR
78,202005,1,PRY
79,201907,260,USA
80,202007,2,ALB
81,202007,2,LBN
82,202007,2,PHL
83,202008,2,RWA
84,201704,211,RUS
85,201801,33,ISR
86,201802,1,URY
87,201805,7,PSE
88,201608,192,UKR
89,201608,75,POL
90,201805,17,CHE
91,201801,158,TUR
92,201803,29,NLD
93,201609,13,ARM
94,201609,20,CZE
95,201608,2,NZL
96,201706,111,ITA
97,201707,2,TCD
98,201707,2,LIE
99,201707,26,AUT
100,201507,393,CHN
101,201507,8,LKA
102,201611,16,VNM
103,201511,141,EUR
104,201704,2,DJI
105,201605,125,GRC
106,201610,92,NER
107,201610,3,JAM
108,201509,38,LKA
109,201604,34,POL
110,201710,25,AUS
111,201710,16,DZA
112,201710,11,BRA
113,201612,28,ALB
114,201708,4,LTU
115,201601,31,CUB
116,201701,10,HRV
117,201902,78,CHN
118,201801,2,UGA
119,201704,1,BGR
120,201901,429,FRA
121,201707,9,LBY
122,201910,8,SAU
123,201512,4,FIN
124,201812,5,BGD
125,202011,44,GBR
126,201612,3,CHL
127,201705,5,LBN
128,201505,17,VNM
129,201911,257,USA
130,201504,3,GTM
131,201801,2,MKD
132,201506,14,BGR
133,201604,20,AFR
134,201607,72,UKR
135,201607,9,ALB
136,201512,3,MNG
137,201603,4,ZWE
138,201604,1,GUY
139,201810,2,KAZ
140,201507,7,HRV
141,201905,281,GBR
142,201905,30,ESP
143,201511,3,SRB
144,201908,7,BLR
145,201607,17,SWE
146,201606,12,NAM
147,201606,29,MKD
148,201606,19,TGO
149,201902,4,AGO
150,201904,6,PAK
151,201902,24,SVK
152,201902,2,KGZ
153,201707,3,MDA
154,201505,3,NPL
155,201903,3,ZMB
156,201911,11,FIN
157,201906,7,SWE
158,201810,1,UGA
159,201808,4,JOR
160,201903,1,MAC
161,201604,1,GTM
162,201505,2,CUB
163,201607,1,ISL
164,201907,2,BHR
165,201908,8,PSE
166,202010,11,WST
167,201905,3,IRL
168,201905,7,ALB
169,201606,2,TZA
170,201909,1,ZAF
171,201905,2,KWT
172,201905,28,NER
173,201912,1,PRY
174,202004,51,RUS
175,202006,6,AUS
176,202007,3,NGA
177,202008,54,IRN
178,202008,10,CZE
179,202009,21,UKR
180,202009,13,AUT
181,202009,55,CHN
182,202009,14,NLD
183,201709,700,DEU
184,201704,17,AFG
185,201805,24,VAT
186,201802,8,AFG
187,201802,240,GBR
188,201608,266,USA
189,201608,2,LUX
190,201610,927,DEU
191,201609,572,FRA
192,201703,32,BLR
193,201801,1,ISL
194,201609,62,CAN
195,201706,3,NZL
196,201703,6,HUN
197,201701,6,IRQ
198,201506,258,EUR
199,201503,67,SAU
200,201610,4,CHL
201,201504,36,AUT
202,201602,5,MUS
203,201510,59,ITA
204,201602,105,POL
205,201710,10,IRL
206,201802,3,ECU
207,201803,7,IRL
208,201708,13,LVA
209,201708,104,CHN
210,201507,11,AFR
211,201802,4,PRT
212,201701,41,COL
213,201601,95,SYR
214,201508,3,ZAF
215,201503,64,EGY
216,201510,148,GRC
217,201601,28,MAR
218,201810,2,TZA
219,201512,18,WST
220,201705,10,SWE
221,201801,6,ZWE
222,201602,3,SOM
223,201510,22,JPN
224,201910,11,AUS
225,201601,34,DNK
226,201603,5,TWN
227,201904,9,AZE
228,201507,4,PER
229,201810,60,EGY
230,201808,10,VNM
231,201808,2,TTO
232,201808,9,FIN
233,201705,9,BGD
234,201508,7,MCO
235,201908,2,NZL
236,201808,7,HUN
237,201503,2,AIA
238,201712,2,LVA
239,201807,458,RUS
240,201502,15,AUS
241,201904,28,BRA
242,201509,1,BOL
243,201604,12,NZL
244,201806,50,TUR
245,201806,7,TUN
246,201508,6,ARM
247,201803,5,NMR
248,201803,14,LUX
249,202001,13,BRA
250,202001,560,LBY
251,202001,295,GBR
252,201701,2,MMR
253,201903,6,NGA
254,201705,5,SGP
255,201609,2,CMR
256,201903,9,JPN
257,201809,3,VAT
258,201909,2,MAR
259,201810,12,AUT
260,202002,19,CHE
261,201807,4,ARG
262,201807,34,MKD
263,202005,2,TWN
264,201809,1,VNM
265,201505,2,MAR
266,201903,3,ALB
267,201906,13,AFR
268,201805,2,PGS
269,202001,11,COG
270,201502,1,ETH
271,201611,4,MLT
272,201503,2,OMN
273,201502,2,VEN
274,201512,2,MAR
275,201607,3,VNM
276,202003,1,BRA
277,201809,1,KWT
278,202004,4,CMR
279,201604,1,CMR
280,201905,6,JOR
281,201812,1,ARM
282,201606,2,LIE
283,201606,2,SGP
284,201607,8,PAK
285,202007,280,FRA
286,202005,2,SRB
287,202006,35,JOR
288,202007,2,ARG
289,201909,15,CHE
290,201802,4,AGO
291,201608,242,TUR
292,201610,9,IRQ
293,201609,296,UKR
294,201611,36,IRL
295,201702,2,SDN
296,201703,439,GBR
297,201803,50,AFG
298,201803,65,UKR
299,201703,24,PSE
300,201611,41,SYR
301,201512,60,NLD
302,201512,152,TUR
303,201505,633,FRA
304,201602,106,SAU
305,201506,3,ARM
306,201508,480,UKR
307,201512,190,GBR
308,201703,1,CHL
309,201506,7,PAK
310,201604,9,NAM
311,201601,6,AFG
312,201701,11,OMN
313,201503,23,IRQ
314,201705,24,AFR
315,201805,1,BEN
316,201902,30,SYR
317,201511,9,KEN
318,201508,18,AFG
319,201602,8,SVK
320,201704,4,NPL
321,201604,47,HUN
322,201503,3,MCO
323,201604,9,PSE
324,201612,14,LUX
325,201705,8,BRA
326,201503,18,CYP
327,201505,2,ERI
328,201503,52,BGR
329,201806,199,UKR
330,201602,6,JOR
331,201709,1,TGO
332,201512,4,IDN
333,201706,3,TWN
334,201602,5,RWA
335,201811,1,SVK
336,201905,116,IRN
337,201511,3,SSD
338,201908,21,AUS
339,201701,1,VEN
340,201803,10,PRK
341,201607,6,IDN
342,201607,2,SLV
343,201509,6,LBY
344,201907,4,PSE
345,201907,2,DZA
346,201512,3,MDA
347,201509,6,VNM
348,201910,2,LVA
349,201902,6,OMN
350,201906,31,AUT
351,201612,4,VEN
352,201612,4,TCD
353,201608,6,NER
354,201808,11,PAK
355,201811,7,SWE
356,201810,2,PHL
357,201903,6,TGO
358,201504,4,SGP
359,201912,1,THA
360,201908,1,ARM
361,201709,2,GMB
362,201706,3,UGA
363,202003,26,SYR
364,201604,4,BOL
365,201906,2,SLV
366,201809,1,AGO
367,201511,1,SYC
368,201912,2,CIV
369,201806,1,RWA
370,201901,1,NAM
371,202010,48,GRC
372,201606,9,HRV
373,201809,2,AZE
374,202009,7,EST
375,202009,1,ETH
376,201801,2,HND
377,202010,2,PRT
378,202004,2,LBN
379,202004,5,LTU
380,202005,8,FIN
381,202005,4,TUN
382,202008,31,CHN
383,202008,1,PAK
384,202003,1,MAR
385,201711,41,UKR
386,201704,824,DEU
387,201704,27,MEX
388,201805,4,PAN
389,201802,72,GRC
390,201702,3821,
391,201711,9,FIN
392,201611,137,CHN
393,201712,67,UKR
394,201712,37,NLD
395,201802,13,BLR
396,201609,6,RWA
397,201703,53,ISR
398,201801,18,SYR
399,201612,29,BLR
400,201706,13,CHL
401,201711,41,BGD
402,201507,1038,DEU
403,201502,137,GBR
404,201506,3245,
405,201507,1140,GRC
406,201509,48,POL
407,201604,97,MEX
408,201711,18,AUT
409,201601,181,EUR
410,201502,10,ISR
411,201708,78,EUR
412,201603,8,MDA
413,201805,7,BLR
414,201706,1,IND
415,201708,11,NOR
416,201504,44,LTU
417,201610,2,HRV
418,201910,20,BLR
419,201601,3,WST
420,201810,14,WST
421,201703,3,BGD
422,201609,4,LBN
423,201609,9,BOL
424,201808,17,CAN
425,201605,9,MDA
426,201505,5,CHL
427,201908,9,THA
428,201506,4,PER
429,201812,1,AZE
430,201904,14,SWE
431,201607,7,DNK
432,201710,2,LKA
433,201605,31,WST
434,201901,2,TWN
435,201811,13,PAK
436,201504,7,KOR
437,202001,31,CAN
438,202001,18,NLD
439,201810,22,HRV
440,201903,48,VEN
441,201511,4,ALB
442,201903,3,LBY
443,201606,109,ARM
444,201904,14,FIN
445,201706,2,RWA
446,201608,1,ETH
447,201903,1,SEA
448,201508,7,CAN
449,202012,6,DNK
450,202005,2,KGZ
451,202001,8,LUX
452,201505,3,SAU
453,201906,1,CHL
454,202012,39,ESP
455,201804,1,MMR
456,201804,2,PAN
457,201705,5,LKA
458,201906,2,MDG
459,201907,1,ARG
460,202002,3,PHL
461,202010,9,BGR
462,201511,2,NMR
463,202012,1,VEN
464,202010,11,SVK
465,201806,2,ARM
466,201807,2,SGP
467,202011,1,DOM
468,201606,1,MUS
469,202003,30,NLD
470,202004,12,IRN
471,202005,14,IRN
472,202005,17,CAN
473,202005,18,HRV
474,202006,1,SAU
475,202007,4,HRV
476,202007,3,MAR
477,202007,8,ARE
478,202008,2,MDA
479,202009,60,WST
480,202009,16,BLR
481,201709,7,AUS
482,201608,2,MDV
483,201610,2,DZA
484,201702,65,TUN
485,201703,13,IDN
486,201801,32,ESP
487,201801,9,KOR
488,201703,23,COL
489,201703,4,NMR
490,201706,30,SAU
491,201612,7,CAN
492,201707,625,USA
493,201509,369,AUT
494,201503,396,UKR
495,201504,87,POL
496,201504,754,FRA
497,201603,13,HUN
498,201704,5,CHL
499,201605,113,JPN
500,201802,15,AZE
501,201701,104,CHN
502,201508,109,BRA
503,201710,34,EGY
504,201604,20,ARG
505,201602,53,ITA
506,201810,66,GRC
507,201801,8,IRL
508,201504,2,BOL
509,201801,1,MLT
510,201707,2,CYP
511,201904,25,VEN
512,201804,41,AUT
513,201804,3,GAB
514,201603,8,ARG
515,201703,6,PRT
516,201511,1,CMR
517,201808,2610,
518,201808,5,MEX
519,201603,7,COL
520,201505,2,MNG
